loan_amnt,term,int_rate,grade,sub_grade,emp_length,home_ownership,annual_inc,verification_status,loan_status,purpose,dti,fico_range_low,inq_last_6mths,open_acc,pub_rec,revol_util,initial_list_status,last_fico_range_high,last_fico_range_low,collections_12_mths_ex_med,application_type,tot_coll_amt,tot_cur_bal,acc_open_past_24mths,bc_open_to_buy,bc_util,chargeoff_within_12_mths,mo_sin_old_il_acct,mo_sin_old_rev_tl_op,mo_sin_rcnt_rev_tl_op,mo_sin_rcnt_tl,mort_acc,num_accts_ever_120_pd,num_actv_bc_tl,num_actv_rev_tl,num_bc_sats,num_bc_tl,num_il_tl,num_tl_30dpd,num_tl_90g_dpd_24m,num_tl_op_past_12m,pct_tl_nvr_dlq,percent_bc_gt_75,pub_rec_bankruptcies,tax_liens,total_bc_limit,hardship_flag,disbursement_method
20050.0, 36 months,16.2,C,C4,10+ years,MORTGAGE,100000.0,Verified,Fully Paid,debt_consolidation,19.39,660.0,0.0,11.0,0.0,90.5,f,699.0,695.0,0.0,Individual,0.0,430175.0,2.0,0.0,100.8,0.0,138.0,276.0,87.0,12.0,1.0,0.0,4.0,6.0,4.0,8.0,9.0,0.0,0.0,1.0,91.0,100.0,0.0,0.0,15700.0,N,Cash
30000.0, 36 months,16.99,D,D3,1 year,RENT,112000.0,Source Verified,Fully Paid,other,11.19,675.0,2.0,11.0,0.0,15.5,f,754.0,750.0,0.0,Individual,0.0,156326.0,6.0,10753.0,19.8,1.0,130.0,152.0,7.0,7.0,2.0,2.0,4.0,6.0,5.0,9.0,10.0,0.0,1.0,4.0,89.7,0.0,0.0,0.0,13400.0,N,Cash
2000.0, 36 months,28.69,F,F1,10+ years,MORTGAGE,30000.0,Verified,Charged Off,other,8.72,665.0,4.0,7.0,2.0,71.0,w,524.0,520.0,0.0,Individual,0.0,182157.0,7.0,1750.0,68.0,0.0,228.0,401.0,1.0,1.0,4.0,0.0,2.0,3.0,3.0,5.0,2.0,0.0,0.0,6.0,81.0,50.0,1.0,0.0,3500.0,N,Cash
16000.0, 36 months,10.99,B,B4,1 year,RENT,125000.0,Source Verified,Charged Off,debt_consolidation,17.19,660.0,1.0,19.0,0.0,60.2,f,549.0,545.0,0.0,Individual,0.0,124936.0,7.0,7157.0,67.6,0.0,137.0,121.0,4.0,4.0,0.0,0.0,7.0,11.0,8.0,13.0,17.0,0.0,0.0,4.0,90.0,50.0,0.0,0.0,22100.0,N,Cash
10000.0, 36 months,15.1,C,C2,5 years,RENT,80000.0,Source Verified,Fully Paid,debt_consolidation,14.48,680.0,1.0,8.0,0.0,78.5,f,759.0,755.0,0.0,Individual,0.0,38897.0,3.0,710.0,85.5,0.0,57.0,63.0,5.0,5.0,0.0,0.0,2.0,4.0,3.0,4.0,4.0,0.0,0.0,2.0,100.0,100.0,0.0,0.0,4900.0,N,Cash
13000.0, 36 months,10.75,B,B4,4 years,RENT,170000.0,Source Verified,Fully Paid,credit_card,15.97,670.0,1.0,10.0,1.0,40.8,w,669.0,665.0,0.0,Individual,0.0,95131.0,7.0,12062.0,30.7,0.0,111.0,170.0,5.0,5.0,1.0,0.0,3.0,5.0,3.0,6.0,7.0,0.0,0.0,5.0,100.0,33.3,1.0,0.0,17400.0,N,Cash
13625.0, 36 months,16.99,D,D3,10+ years,MORTGAGE,110000.0,Source Verified,Charged Off,debt_consolidation,7.99,665.0,1.0,10.0,1.0,42.3,w,584.0,580.0,0.0,Individual,0.0,27997.0,10.0,3516.0,42.4,0.0,145.0,169.0,3.0,3.0,5.0,0.0,3.0,4.0,5.0,14.0,6.0,0.0,0.0,3.0,100.0,60.0,1.0,0.0,6100.0,N,Cash
10500.0, 36 months,12.29,C,C1,1 year,RENT,46000.0,Not Verified,Charged Off,debt_consolidation,22.2,665.0,1.0,13.0,0.0,64.0,f,499.0,0.0,0.0,Individual,0.0,26226.0,7.0,450.0,92.4,0.0,71.0,142.0,2.0,2.0,0.0,0.0,4.0,8.0,4.0,6.0,6.0,0.0,0.0,4.0,95.7,100.0,0.0,0.0,5900.0,N,Cash
24700.0, 36 months,17.27,D,D3,3 years,MORTGAGE,65000.0,Not Verified,Charged Off,debt_consolidation,15.47,670.0,1.0,18.0,0.0,56.6,f,569.0,565.0,0.0,Individual,0.0,335925.0,6.0,1958.0,79.8,0.0,144.0,224.0,1.0,1.0,3.0,1.0,4.0,8.0,4.0,10.0,7.0,0.0,1.0,4.0,88.9,50.0,0.0,0.0,9700.0,N,Cash
14000.0, 36 months,10.99,B,B4,10+ years,MORTGAGE,60000.0,Not Verified,Fully Paid,credit_card,11.1,675.0,0.0,11.0,0.0,65.0,f,674.0,670.0,0.0,Individual,0.0,111621.0,8.0,5193.0,66.0,0.0,131.0,179.0,8.0,8.0,1.0,0.0,7.0,9.0,11.0,11.0,2.0,0.0,0.0,3.0,100.0,42.9,0.0,0.0,36350.0,N,Cash
35000.0, 60 months,22.45,E,E5,2 years,RENT,152000.0,Source Verified,Fully Paid,other,11.06,695.0,4.0,24.0,0.0,37.5,f,784.0,780.0,0.0,Individual,135.0,146436.0,7.0,41055.0,25.8,0.0,165.0,297.0,5.0,5.0,5.0,0.0,4.0,9.0,8.0,14.0,10.0,0.0,0.0,2.0,100.0,0.0,0.0,0.0,55300.0,N,Cash
21225.0, 60 months,16.99,D,D3,2 years,RENT,71200.0,Source Verified,Fully Paid,debt_consolidation,18.74,680.0,0.0,10.0,1.0,55.7,w,714.0,710.0,0.0,Individual,0.0,42670.0,4.0,520.0,87.9,0.0,98.0,240.0,7.0,7.0,7.0,0.0,2.0,4.0,2.0,8.0,3.0,0.0,0.0,1.0,100.0,50.0,1.0,0.0,4300.0,N,Cash
15000.0, 36 months,13.99,C,C4,10+ years,OWN,110000.0,Verified,Fully Paid,debt_consolidation,12.77,670.0,0.0,9.0,0.0,94.3,w,519.0,515.0,0.0,Individual,0.0,378133.0,4.0,592.0,95.8,0.0,160.0,213.0,14.0,4.0,2.0,0.0,5.0,6.0,5.0,5.0,6.0,0.0,0.0,2.0,90.9,100.0,0.0,0.0,14200.0,N,Cash
35000.0, 60 months,18.54,E,E1,10+ years,MORTGAGE,130000.0,Verified,Fully Paid,credit_card,28.82,675.0,1.0,16.0,0.0,80.0,w,689.0,685.0,0.0,Individual,508.0,215795.0,1.0,8595.0,80.0,0.0,151.0,435.0,79.0,14.0,3.0,0.0,11.0,13.0,21.0,21.0,6.0,0.0,3.0,0.0,97.0,54.5,0.0,0.0,94550.0,N,Cash
30000.0, 60 months,18.99,D,D4,10+ years,MORTGAGE,85000.0,Verified,Fully Paid,debt_consolidation,39.15,695.0,0.0,20.0,0.0,49.0,w,734.0,730.0,0.0,Individual,0.0,104649.0,8.0,6790.0,67.5,0.0,326.0,205.0,7.0,7.0,0.0,0.0,5.0,13.0,7.0,8.0,11.0,0.0,0.0,2.0,100.0,57.1,0.0,0.0,20900.0,N,Cash
12000.0, 60 months,23.99,E,E2,10+ years,RENT,60000.0,Verified,Fully Paid,other,22.82,745.0,2.0,14.0,0.0,8.0,w,764.0,760.0,0.0,Individual,0.0,65307.0,9.0,21815.0,11.3,0.0,237.0,106.0,1.0,1.0,0.0,0.0,2.0,5.0,5.0,5.0,10.0,0.0,0.0,6.0,100.0,0.0,0.0,0.0,24600.0,N,Cash
5600.0, 36 months,11.99,B,B5,10+ years,MORTGAGE,53000.0,Verified,Charged Off,home_improvement,24.06,690.0,2.0,19.0,1.0,35.5,w,594.0,590.0,0.0,Individual,0.0,167596.0,11.0,6222.0,34.5,0.0,151.0,253.0,1.0,1.0,1.0,0.0,3.0,8.0,4.0,25.0,13.0,0.0,0.0,7.0,100.0,25.0,1.0,0.0,9500.0,N,Cash
6000.0, 36 months,18.06,D,D2,10+ years,OWN,86000.0,Not Verified,Charged Off,home_improvement,22.84,735.0,2.0,11.0,0.0,18.9,f,589.0,585.0,0.0,Individual,0.0,205038.0,9.0,25350.0,19.8,0.0,162.0,175.0,5.0,4.0,3.0,0.0,2.0,3.0,3.0,4.0,18.0,0.0,0.0,5.0,100.0,66.7,0.0,0.0,31600.0,N,Cash
20000.0, 36 months,30.49,F,F4,3 years,RENT,66000.0,Source Verified,Charged Off,major_purchase,34.51,685.0,1.0,4.0,0.0,90.4,f,604.0,600.0,0.0,Individual,0.0,71221.0,7.0,4006.0,64.95,0.0,43.0,27.0,22.0,13.0,0.0,0.0,0.0,1.0,0.0,0.0,9.0,0.0,0.0,0.0,90.9,50.0,0.0,0.0,0.0,N,Cash
8000.0, 36 months,17.57,D,D4,10+ years,OWN,33072.0,Verified,Fully Paid,debt_consolidation,32.47,660.0,3.0,15.0,1.0,41.1,f,684.0,680.0,0.0,Individual,518.0,32296.0,13.0,1411.0,78.3,0.0,137.0,34.0,4.0,4.0,0.0,0.0,5.0,13.0,5.0,5.0,7.0,0.0,0.0,7.0,100.0,60.0,1.0,0.0,6500.0,N,Cash
16000.0, 36 months,17.77,D,D1,9 years,MORTGAGE,68640.0,Not Verified,Fully Paid,debt_consolidation,15.82,670.0,0.0,13.0,0.0,73.3,f,604.0,600.0,0.0,Individual,230.0,56184.0,9.0,2595.0,78.0,0.0,239.0,170.0,4.0,4.0,0.0,0.0,5.0,9.0,6.0,11.0,16.0,0.0,0.0,3.0,92.0,50.0,0.0,0.0,11800.0,N,Cash
5000.0, 36 months,8.39,A,A5,10+ years,RENT,60000.0,Source Verified,Fully Paid,debt_consolidation,18.94,660.0,3.0,13.0,1.0,27.7,w,704.0,700.0,0.0,Individual,815.0,30150.0,10.0,1584.0,56.0,0.0,122.0,137.0,0.0,0.0,0.0,0.0,4.0,9.0,4.0,10.0,5.0,0.0,0.0,3.0,100.0,25.0,1.0,0.0,3600.0,N,Cash
7500.0, 36 months,7.89,A,A5,1 year,RENT,45000.0,Source Verified,Fully Paid,credit_card,4.38,710.0,0.0,6.0,0.0,40.9,w,774.0,770.0,0.0,Individual,0.0,7284.0,3.0,9916.0,42.3,0.0,128.0,96.0,11.0,11.0,0.0,0.0,3.0,3.0,4.0,4.0,0.0,0.0,0.0,2.0,100.0,0.0,0.0,0.0,17200.0,N,Cash
35000.0, 36 months,14.48,C,C5,3 years,OWN,80000.0,Source Verified,Fully Paid,debt_consolidation,17.01,670.0,0.0,17.0,2.0,38.4,w,704.0,700.0,0.0,Individual,0.0,35929.0,9.0,2367.0,60.5,0.0,191.0,245.0,1.0,1.0,0.0,1.0,2.0,12.0,2.0,9.0,3.0,0.0,0.0,3.0,96.4,0.0,0.0,2.0,6000.0,N,Cash
7500.0, 36 months,9.67,B,B1,10+ years,MORTGAGE,155546.0,Not Verified,Fully Paid,major_purchase,16.36,710.0,3.0,22.0,0.0,49.6,w,749.0,745.0,0.0,Individual,0.0,117403.0,7.0,17296.0,34.5,0.0,216.0,261.0,11.0,3.0,2.0,0.0,7.0,14.0,8.0,16.0,10.0,0.0,0.0,4.0,97.6,0.0,0.0,0.0,26400.0,N,Cash
5000.0, 36 months,10.42,B,B3,10+ years,MORTGAGE,43000.0,Verified,Fully Paid,credit_card,14.32,670.0,0.0,3.0,0.0,93.9,f,709.0,705.0,0.0,Individual,200.0,96854.0,4.0,4006.0,64.95,0.0,102.0,238.0,22.0,17.0,3.0,0.0,0.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,100.0,50.0,0.0,0.0,0.0,N,Cash
20000.0, 36 months,10.49,B,B3,4 years,RENT,57000.0,Source Verified,Fully Paid,credit_card,13.28,690.0,0.0,3.0,0.0,96.4,w,689.0,685.0,0.0,Individual,0.0,29694.0,0.0,363.0,98.8,0.0,128.0,151.0,80.0,80.0,0.0,0.0,2.0,3.0,2.0,4.0,0.0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,30000.0,N,Cash
1000.0, 36 months,12.88,C,C2,10+ years,RENT,70000.0,Verified,Fully Paid,other,6.1,680.0,3.0,13.0,1.0,21.2,w,729.0,725.0,0.0,Individual,0.0,33678.0,20.0,7405.0,39.0,0.0,130.0,224.0,0.0,0.0,1.0,0.0,3.0,5.0,5.0,18.0,44.0,0.0,0.0,9.0,100.0,20.0,1.0,0.0,9900.0,N,Cash
8400.0, 36 months,14.3,C,C1,10+ years,MORTGAGE,74344.0,Verified,Fully Paid,debt_consolidation,16.32,670.0,0.0,8.0,1.0,75.8,w,694.0,690.0,0.0,Individual,0.0,39807.0,4.0,1163.0,84.5,0.0,165.0,525.0,8.0,8.0,9.0,1.0,3.0,5.0,3.0,10.0,7.0,0.0,0.0,2.0,89.0,100.0,1.0,0.0,7500.0,N,Cash
5000.0, 36 months,11.99,C,C1,2 years,RENT,47000.0,Verified,Fully Paid,debt_consolidation,27.99,670.0,1.0,13.0,1.0,66.6,w,619.0,615.0,0.0,Individual,0.0,99374.0,10.0,488.0,95.9,0.0,158.0,98.0,2.0,2.0,0.0,0.0,4.0,5.0,4.0,6.0,18.0,0.0,0.0,4.0,100.0,100.0,1.0,0.0,12000.0,N,Cash
16800.0, 60 months,12.29,C,C1,5 years,RENT,50000.0,Not Verified,Fully Paid,debt_consolidation,6.87,675.0,0.0,3.0,0.0,41.7,w,754.0,750.0,0.0,Individual,0.0,8543.0,1.0,4257.0,41.7,0.0,133.0,124.0,37.0,13.0,0.0,4.0,2.0,2.0,2.0,6.0,6.0,0.0,0.0,0.0,73.3,0.0,0.0,0.0,7300.0,N,Cash
5000.0, 36 months,6.92,A,A4,3 years,RENT,50000.0,Source Verified,Fully Paid,debt_consolidation,6.87,665.0,0.0,11.0,0.0,64.6,w,689.0,685.0,0.0,Individual,0.0,13761.0,1.0,1669.0,67.9,0.0,144.0,65.0,10.0,10.0,0.0,0.0,4.0,6.0,5.0,8.0,6.0,0.0,0.0,1.0,94.4,40.0,0.0,0.0,5200.0,N,Cash
7550.0, 36 months,18.75,D,D3,< 1 year,MORTGAGE,32000.0,Verified,Charged Off,debt_consolidation,30.3,680.0,0.0,9.0,0.0,92.8,f,519.0,515.0,0.0,Individual,0.0,103716.0,1.0,0.0,102.3,0.0,141.0,272.0,5.0,5.0,4.0,2.0,1.0,5.0,2.0,10.0,4.0,0.0,2.0,1.0,91.0,100.0,0.0,0.0,2700.0,N,Cash
10000.0, 60 months,11.44,B,B4,10+ years,MORTGAGE,68000.0,Verified,Charged Off,home_improvement,5.03,750.0,1.0,7.0,0.0,12.7,w,644.0,640.0,0.0,Individual,0.0,96549.0,2.0,26723.0,14.1,0.0,141.0,246.0,22.0,4.0,2.0,0.0,1.0,2.0,2.0,10.0,3.0,0.0,0.0,1.0,90.5,0.0,0.0,0.0,31100.0,N,Cash
6000.0, 36 months,9.75,B,B3,3 years,RENT,51000.0,Source Verified,Fully Paid,credit_card,6.24,680.0,0.0,6.0,0.0,42.3,w,719.0,715.0,0.0,Individual,697.0,30169.0,4.0,5605.0,56.9,0.0,68.0,42.0,9.0,9.0,0.0,0.0,3.0,4.0,3.0,5.0,7.0,0.0,0.0,3.0,100.0,33.3,0.0,0.0,13000.0,N,Cash
15000.0, 36 months,12.05,C,C1,10+ years,OWN,49000.0,Verified,Fully Paid,debt_consolidation,39.92,695.0,0.0,11.0,0.0,68.4,w,709.0,705.0,0.0,Individual,0.0,54742.0,3.0,1698.0,85.6,0.0,163.0,150.0,17.0,2.0,0.0,0.0,5.0,6.0,5.0,8.0,7.0,0.0,0.0,1.0,100.0,60.0,0.0,0.0,11800.0,N,Cash
24000.0, 60 months,26.99,F,F3,5 years,MORTGAGE,74000.0,Verified,Fully Paid,debt_consolidation,29.79,675.0,1.0,12.0,0.0,65.3,w,684.0,680.0,0.0,Individual,0.0,62480.0,5.0,3178.0,89.0,0.0,144.0,188.0,7.0,7.0,1.0,0.0,3.0,3.0,5.0,13.0,10.0,0.0,0.0,2.0,89.3,40.0,0.0,0.0,28900.0,N,Cash
24000.0, 36 months,8.24,B,B1,10+ years,MORTGAGE,90000.0,Source Verified,Charged Off,debt_consolidation,10.71,670.0,1.0,9.0,0.0,81.0,w,559.0,555.0,0.0,Individual,0.0,128824.0,6.0,6929.0,75.0,0.0,144.0,120.0,4.0,4.0,5.0,0.0,7.0,8.0,7.0,7.0,1.0,0.0,0.0,3.0,100.0,42.9,0.0,0.0,48500.0,N,Cash
7500.0, 36 months,11.99,B,B5,< 1 year,MORTGAGE,30000.0,Source Verified,Fully Paid,credit_card,57.84,660.0,0.0,21.0,0.0,65.4,w,664.0,660.0,0.0,Joint App,903.0,193376.0,2.0,8980.0,71.5,0.0,114.0,149.0,1.0,1.0,3.0,0.0,9.0,10.0,9.0,10.0,11.0,0.0,0.0,1.0,100.0,66.7,0.0,0.0,31500.0,N,Cash
25000.0, 60 months,14.33,C,C5,10+ years,MORTGAGE,72000.0,Not Verified,Charged Off,debt_consolidation,20.17,725.0,1.0,13.0,0.0,63.0,w,574.0,570.0,0.0,Individual,0.0,183805.0,3.0,1113.0,69.9,0.0,254.0,376.0,16.0,5.0,4.0,1.0,2.0,5.0,2.0,8.0,17.0,0.0,0.0,1.0,83.8,50.0,0.0,0.0,3700.0,N,Cash
12000.0, 36 months,11.49,B,B5,6 years,OWN,65000.0,Source Verified,Charged Off,debt_consolidation,18.94,660.0,1.0,8.0,1.0,56.5,f,499.0,0.0,0.0,Individual,1379.0,47498.0,9.0,3776.0,65.4,0.0,97.0,25.0,13.0,5.0,0.0,0.0,5.0,5.0,5.0,7.0,4.0,0.0,0.0,2.0,100.0,20.0,1.0,0.0,10900.0,N,Cash
15600.0, 36 months,11.99,B,B3,10+ years,MORTGAGE,54000.0,Verified,Fully Paid,debt_consolidation,26.87,700.0,0.0,13.0,0.0,31.3,f,684.0,680.0,0.0,Individual,0.0,177141.0,4.0,14245.0,32.8,0.0,99.0,237.0,0.0,0.0,2.0,0.0,3.0,6.0,4.0,5.0,10.0,0.0,0.0,3.0,86.0,50.0,0.0,0.0,21200.0,N,Cash
16000.0, 60 months,9.17,B,B2,10+ years,RENT,64000.0,Not Verified,Fully Paid,debt_consolidation,29.56,730.0,0.0,5.0,0.0,99.4,w,714.0,710.0,0.0,Individual,0.0,62696.0,3.0,75.0,97.9,0.0,59.0,256.0,21.0,12.0,0.0,0.0,1.0,2.0,1.0,4.0,4.0,0.0,0.0,1.0,100.0,100.0,0.0,0.0,3600.0,N,Cash
10000.0, 36 months,12.29,C,C1,< 1 year,MORTGAGE,112000.0,Not Verified,Fully Paid,home_improvement,4.48,675.0,1.0,8.0,0.0,19.0,w,719.0,715.0,0.0,Individual,13812.0,169876.0,7.0,12240.0,20.0,0.0,132.0,142.0,3.0,3.0,6.0,7.0,3.0,3.0,5.0,10.0,17.0,0.0,0.0,5.0,63.3,0.0,0.0,0.0,15300.0,N,Cash
11200.0, 36 months,17.99,D,D2,6 years,MORTGAGE,106000.0,Not Verified,Fully Paid,debt_consolidation,26.13,705.0,1.0,15.0,1.0,59.0,w,689.0,685.0,0.0,Individual,0.0,396762.0,11.0,9860.0,70.4,0.0,41.0,64.0,9.0,9.0,5.0,0.0,3.0,5.0,4.0,9.0,5.0,0.0,0.0,2.0,100.0,50.0,1.0,0.0,33300.0,N,Cash
16000.0, 60 months,14.65,C,C5,10+ years,RENT,43970.0,Verified,Fully Paid,debt_consolidation,27.24,755.0,1.0,15.0,0.0,20.0,f,529.0,525.0,0.0,Individual,0.0,44148.0,6.0,29737.0,23.9,0.0,113.0,298.0,1.0,1.0,4.0,1.0,2.0,2.0,9.0,15.0,4.0,0.0,0.0,5.0,100.0,11.1,0.0,0.0,39100.0,N,Cash
6000.0, 36 months,10.15,B,B2,6 years,RENT,45760.0,Not Verified,Fully Paid,credit_card,10.25,710.0,1.0,9.0,0.0,30.6,f,624.0,620.0,0.0,Individual,0.0,58947.0,5.0,4388.0,37.3,0.0,47.0,70.0,7.0,7.0,0.0,0.0,3.0,4.0,4.0,4.0,4.0,0.0,0.0,4.0,100.0,25.0,0.0,0.0,7000.0,N,Cash
10000.0, 36 months,16.02,C,C5,10+ years,RENT,30000.0,Verified,Fully Paid,debt_consolidation,19.04,660.0,2.0,15.0,0.0,38.3,w,739.0,735.0,0.0,Individual,0.0,10606.0,9.0,6187.0,38.1,0.0,128.0,231.0,3.0,3.0,0.0,0.0,5.0,13.0,5.0,6.0,0.0,0.0,0.0,6.0,88.9,40.0,0.0,0.0,10000.0,N,Cash
4000.0, 36 months,17.09,D,D1,10+ years,MORTGAGE,42000.0,Not Verified,Charged Off,debt_consolidation,31.51,685.0,1.0,22.0,0.0,20.4,w,549.0,545.0,0.0,Individual,6879.0,150145.0,7.0,5174.0,13.8,0.0,149.0,139.0,1.0,1.0,2.0,0.0,2.0,7.0,2.0,4.0,23.0,0.0,0.0,3.0,95.2,0.0,0.0,0.0,6000.0,N,Cash
2400.0, 36 months,11.99,B,B3,7 years,RENT,30000.0,Not Verified,Charged Off,debt_consolidation,6.72,725.0,0.0,9.0,0.0,24.1,f,544.0,540.0,0.0,Individual,0.0,9121.0,3.0,10538.0,27.3,0.0,125.0,125.0,3.0,3.0,0.0,0.0,2.0,3.0,4.0,8.0,5.0,0.0,0.0,2.0,91.7,25.0,0.0,0.0,14500.0,N,Cash
28000.0, 36 months,15.05,C,C4,1 year,MORTGAGE,43680.0,Source Verified,Fully Paid,debt_consolidation,18.54,675.0,0.0,6.0,0.0,94.8,w,649.0,645.0,0.0,Joint App,0.0,256199.0,4.0,1072.0,85.7,0.0,118.0,138.0,8.0,7.0,4.0,0.0,1.0,3.0,1.0,1.0,8.0,0.0,0.0,2.0,83.3,100.0,0.0,0.0,7500.0,N,Cash
19575.0, 36 months,17.27,D,D2,10+ years,RENT,63000.0,Not Verified,Charged Off,debt_consolidation,24.65,660.0,0.0,7.0,1.0,69.2,f,544.0,540.0,0.0,Individual,0.0,44147.0,6.0,159.0,95.0,0.0,25.0,91.0,9.0,9.0,0.0,0.0,1.0,2.0,2.0,5.0,3.0,0.0,0.0,3.0,100.0,100.0,0.0,1.0,3200.0,N,Cash
15950.0, 60 months,21.67,E,E5,10+ years,MORTGAGE,44650.0,Verified,Charged Off,debt_consolidation,18.36,670.0,1.0,15.0,1.0,15.9,f,499.0,0.0,0.0,Individual,0.0,18763.0,12.0,4502.0,15.1,0.0,150.0,165.0,5.0,5.0,4.0,0.0,2.0,7.0,2.0,14.0,7.0,0.0,0.0,4.0,100.0,0.0,1.0,0.0,5300.0,N,Cash
21000.0, 36 months,12.74,C,C1,7 years,MORTGAGE,78000.0,Not Verified,Fully Paid,debt_consolidation,22.09,685.0,0.0,10.0,0.0,79.3,w,699.0,695.0,0.0,Individual,0.0,156467.0,3.0,568.0,95.5,0.0,86.0,196.0,9.0,9.0,1.0,0.0,4.0,6.0,4.0,11.0,4.0,0.0,0.0,3.0,90.0,75.0,0.0,0.0,12600.0,N,Cash
